sampleID,read_count,Abiotrophia_defectiva,Acidovorax_facilis,Actinoplanes_regularis,Anaerosphaera_aminiphila,Arthrobacter_cumminsii,Arthrobacter_humicola,Atopobium_deltae,Atopobium_minutum,Atopobium_oraltaxon810,Atopobium_parvulum,Atopobium_rimae,Atopobium_vaginae,Bradyrhizobium_jicamae,Brevundimonas_bullata,BVAB1,BVAB2.BVAB3,c_Actinobacteria,c_Alphap,c_Betap,c_Clostridia,c_Coriobacteriia,c_Gammap,c_Negativicutes,Capnocytophaga_sputigena,Clostridium_colicanis,d_NA,Eggerthia_catenaformis,Eubacterium_rectale,f_Bradyrhizobiaceae,f_Caulobacteraceae,f_Enterobacteriaceae,f_Erysipelotrichaceae,f_Lachnospiraceae,f_Microbacteriaceae,f_Peptostreptococcaceae,f_Porphyromonadaceae,f_Propionibacteriaceae,f_Ruminococcaceae,Fastidiosipila_sanguinis,Fretibacterium_fastidiosum,g_Abiotrophia,g_Acidaminococcus,g_Acinetobacter,g_Actinobaculum,g_Actinomyces,g_Actinotignum,g_Aerococcus,g_Afipia,g_Agromyces,g_Alloprevotella,g_Alloscardovia,g_Anaerococcus,g_Anaeroglobus,g_Anaerostipes,g_Arcanobacterium,g_Aureimonas,g_Bacillus,g_Bacteroides,g_Bergeyella,g_Bifidobacterium,g_Blautia,g_Bosea,g_Bradyrhizobium,g_Brevibacterium,g_Brevundimonas,g_Bulleidia,g_Campylobacter,g_Casaltella,g_Catonella,g_Caulobacter,g_Chlamydia,g_Chryseobacterium,g_Citrobacter,g_Clostridium,g_Coprococcus,g_Corynebacterium,g_Cutibacterium,g_Delftia,g_Dermabacter,g_Dialister,g_Dorea,g_Eggerthella,g_Enterococcus,g_Erysipelatoclostridium,g_Escherichia.Shigella,g_Eubacterium,g_Ezakiella,g_Facklamia,g_Faecalibacterium,g_Fenollaria,g_Filifactor,g_Finegoldia,g_Fusobacterium,g_Gemella,g_Gleimia,g_Globicatella,g_Granulicatella,g_Haemophilus,g_Helcococcus,g_Jonquetella,g_Klebsiella,g_Lachnoanaerobaculum,g_Lachnoclostridium,g_Lactobacillus,g_Lagierella,g_Leptotrichia,g_Megasphaera,g_Metaprevotella,g_Methylobacillus,g_Microbacterium,g_Mobiluncus,g_Mogibacterium,g_Moraxella,g_Moryella,g_Murdochiella,g_Mycoplasma,g_Negativicoccus,g_Neisseria,g_Oligella,g_Olsenella,g_Oribacterium,g_Pacaella,g_Papillibacter,g_Parabacteroides,g_Parvimonas,g_Pelomonas,g_Peptoclostridium,g_Peptococcus,g_Peptoniphilus,g_Peptostreptococcus,g_Porphyromonas,g_Prevotella,g_Propionibacterium,g_Propionimicrobium,g_Proteus,g_Pseudoglutamicibacter,g_Pseudomonas,g_Pseudopropionibacterium,g_Ralstonia,g_Roseburia,g_Roseomonas,g_Rothia,g_Ruminococcus,g_Scardovia,g_Schaalia,g_Sneathia,g_Solobacterium,g_Sphingobacterium,g_Sphingomonas,g_Staphylococcus,g_Stenotrophomonas,g_Streptococcus,g_Sutterella,g_Taylorella,g_Treponema,g_Trichococcus,g_Trueperella,g_unclassified.bacterium,g_Ureaplasma,g_Varibaculum,g_Veillonella,g_Winkia,g_Yersinia,Gardnerella_vaginalis,k_Bacteria,Kosakonia_sacchari,Lachnoanaerobaculum_orale,Lachnoanaerobaculum_umeaense,Lactobacillus_coleohominis,Lactobacillus_crispatus,Lactobacillus_delbrueckii,Lactobacillus_fermentum,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Lactobacillus_paracasei_Lactobacillus_rhamnosus,Lactobacillus_pontis,Lactobacillus_reuteri,Lactobacillus_salivarius,Lautropia_mirabilis,Methylobacterium_populi,Neorhizobium_alkalisoli,Neorhizobium_huautlense,o_Bacillales,o_Bacteroidales,o_Burkholderiales,o_Fusobacteriales,o_Lactobacillales,o_Micrococcales,o_Rhizobiales,Oribacterium_sinus,Ornithinibacillus_contaminans,p_Bacteroidetes,p_Firmicutes,p_Proteobacteria,Pelomonas_puraquae,Prevotella_amnii,Prevotella_bergensis,Prevotella_bivia,Prevotella_buccalis,Prevotella_colorans,Prevotella_copri,Prevotella_corporis,Prevotella_denticola,Prevotella_disiens,Prevotella_histicola,Prevotella_melaninogenica,Prevotella_nanceiensis,Prevotella_oris,Prevotella_stercorea,Prevotella_timonensis,Prevotella_veroralis,Pseudocitrobacter_anthropi,Pseudomonas_aeruginosa,Pseudomonas_hibiscicola,Pseudomonas_psychrotolerans,Psychrobacter_vallis,Rhodanobacter_spathiphylli,Rhodococcus_qingshengii,Shuttleworthia_satelles,Shuttleworthia_satelles...39,Shuttleworthia_satelles...40,Sneathia_amnii,Sneathia_sanguinegens,Stomatobaculum_longum,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
DL_612,8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8800,0,0,59,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99864228103021,0.8957430471891046,0.0073088854923566504,0.0016442155328424675,0.09733825414279454,0.0012538062945364815,0.00968535311140421,0.040077159135811134,0.006248876393056139,0.026270146964760377,0.002496999079627538,0.006522409057297973,0.026725294509661473,I-A,0.99864228103021,I
DL_613,6026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5963,0,0,30,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9987949965864344,0.8973170054095986,0.006749983119490325,0.004055294488559444,0.09997413558911776,0.001492559284956548,0.01018374676206377,0.04046966327961653,0.0063174742214410365,0.026321371152225465,0.0024937569114908244,0.007036265516865997,0.02719919075087287,I-A,0.9987949965864344,I
DL_611,10482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10336,0,0,33,89,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9990325691287378,0.8997255939665417,0.006076557934352235,0.005962682443051991,0.10215267906829559,0.0016796320064406977,0.010590776259047375,0.04085576552105893,0.006373203946943228,0.02638016411919649,0.002493231143707158,0.0074526810145654045,0.02863008737032276,I-A,0.9990325691287378,I
DL_85,4694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,0,0,11,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991484980086568,0.9116712122608603,0.0066796549974390005,0.016587514065666265,0.11433301804179243,0.0027940368094111997,0.012913431882660021,0.043115718719634266,0.00676237403486498,0.026789496315426452,0.0025227610493685046,0.009792441509732863,0.03210252736238988,I-A,0.9991484980086568,I
DL_83,1143,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024342925427651065,0.04410794928853033,0.04790420487177874,0.9852554695290625,0.849947776103984,0.0653260398671743,0.13776839157048454,0.08238854657840154,0.01801642149482429,0.012329667647380159,0.0010946298685624713,0.1282855550429535,0.24793747725057586,III-A,0.9852554695290625,III
DL_84,4105,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024510989103449198,0.04267669368849985,0.04550978594713867,0.991936632275433,0.7828109269538162,0.05215537467497768,0.11094950095742853,0.07192035928412165,0.01723842961483413,0.011470880480867935,0.0009398053152391936,0.1187008468802024,0.23177785505112938,III-A,0.991936632275433,III
DL_557,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993188187867408,0.9084913339955366,0.00432550495500901,0.002101590389597533,0.09877474379620217,0.0012750985219273513,0.00991141792968418,0.04096831715711466,0.006271919625148936,0.026468679679759258,0.0025160920362834885,0.006726364333524162,0.039060271205922814,I-A,0.9993188187867408,I
DL_438,6849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980424317101255,0.8911351217540552,0.004194166918984287,0.0015920544425801885,0.09691793630688587,0.0012441300896371586,0.00960781955080259,0.03965180752384337,0.006159201748282167,0.026093930015695196,0.0024544207703045794,0.006447159746070097,0.025710338517279916,I-A,0.9980424317101255,I
DL_437,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9979860549729969,0.890806234806954,0.004193120798228795,0.001591838274619293,0.0968888814177382,0.0012435733627322106,0.009603581466816107,0.0396295956031197,0.006157886046678989,0.026088025338772296,0.002453864570180996,0.006444976518826071,0.025702102476725344,I-A,0.9979860549729969,I
DL_439,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980021365322052,0.8909130892714605,0.004277844767066367,0.0015924506956596224,0.09689816514892301,0.001243802624683755,0.00960532481133718,0.03963967555496383,0.006160192382121629,0.02609239911078002,0.002454944641857505,0.006446643373701922,0.02570897225074944,I-A,0.9980021365322052,I
DL_545,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005420975321741871,0.036705898018412945,0.010914805685558759,0.11513367278264937,0.10726860512517383,0.009616293039778038,0.022919536907482628,0.02068158145987909,0.004790993459592579,0.005256506965201491,0.001354517236250207,0.026394930769060816,0.7989066614135223,V,0.7989066614135223,V
DL_544,4907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005495391876938325,0.04051962827565291,0.01521168980806541,0.17204627241427944,0.1627140214643184,0.015079671844734651,0.03443720510548626,0.029107276780627155,0.006420131361811387,0.0063347260836868835,0.0014340869978762322,0.038040177145905255,0.8603489327149637,V,0.8603489327149637,V
DL_543,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004895310613972857,0.05438360192882966,0.03983069278721476,0.6321883436877194,0.6253024836586126,0.049328585534956,0.10829192534812167,0.08103385632707878,0.015403993321573887,0.011657969820134149,0.001547851717703071,0.10997422899779562,0.7821111221216949,V,0.7821111221216949,V
DL_546,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055149542538529646,0.04477466975241741,0.020633504069835634,0.25018447985645054,0.2410939621102191,0.02233640023767088,0.049853678435400506,0.040417670274699044,0.008448180652680421,0.00763557240820746,0.0015110614101011466,0.05327215524895574,0.9122850352657123,V,0.9122850352657123,V
DL_440,1417,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022019127246025922,0.04186604293832203,0.045811118907564244,0.8322557038558448,0.8129998847679321,0.06549409072274619,0.13506682973715292,0.09093938496571823,0.01730346699932716,0.011658577771823882,0.0012663101142725505,0.12848959294491988,0.24343997254924085,III-A,0.8322557038558448,III
DL_441,4209,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0.0014814910453740838,0.028438380050533556,0.03129086936935727,0.44279439164230877,0.45314405790526596,0.04712968947183294,0.09490335175935907,0.06559656527250339,0.012124520687469956,0.008077824769098331,0.0011070409457564633,0.0873351050020851,0.15854214136703368,III-B,0.45314405790526596,III
DL_442,3358,0,0,0,0,0,0,0,0,0,0,0,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006601884818860372,0.00931572027901871,0.013851691057121827,0.09214310195663804,0.09530169994577116,0.07010196285719474,0.164828010752974,0.01954858883848614,0.0045465339319458835,0.00603739685734477,0.0006173028066574066,0.028142371848162245,0.04352578756275459,IV-B,0.164828010752974,IV-B
DL_443,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991887305756434,0.9010147237805963,0.004267314376858314,0.001873893605685326,0.09796005730259315,0.0012613372808913828,0.009776053485244705,0.040378893493138994,0.006222583857996608,0.026305883963361573,0.002488890257296878,0.0066017954256759725,0.03301283226274854,I-A,0.9991887305756434,I
DL_445,4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4418,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998933740998678,0.8977574046244954,0.0042495064891581846,0.0018712043512236947,0.09771601120807542,0.0012666162662441768,0.00973950362546438,0.04014706726834678,0.0062038735489236135,0.02623582858282359,0.00247619833264047,0.006567401316765356,0.03002442530969265,I-A,0.998933740998678,I
